iter	RMSE
132	0.9773696389
133	0.9772809511
134	0.9771740211
135	0.9770751534
136	0.9770196764
137	0.9769682369
138	0.9769042475
139	0.9768315584
140	0.9767583362
141	0.9766858754
142	0.9766054456
143	0.9765472672
144	0.9764470533
145	0.9763530285
146	0.9762655454
147	0.9762006489
148	0.9761630067
149	0.9761120171
150	0.9760413401
151	0.9759541799
152	0.9759046023
153	0.9758416161
154	0.9757685728
155	0.9757084841
156	0.9756279434
157	0.9755765919
158	0.9755315912
159	0.9754694729
160	0.9754149998
161	0.9753373533
162	0.9752472862
163	0.9751938431
164	0.9750799213
165	0.9749732806
166	0.9748939796
167	0.9748127806
168	0.9747556322
169	0.9746437527
170	0.9745382558
171	0.9745345682
172	0.974492943
173	0.9744272908
174	0.974333735
175	0.9742677088
176	0.9741758505
177	0.9741716665
178	0.9740901807
179	0.9740615657
180	0.9739894174
181	0.973939034
182	0.9738604893
183	0.9737905355
184	0.9737330929
185	0.9736772767
186	0.9735889375
187	0.9735151389
188	0.973476219
189	0.973404851
190	0.9733149949
191	0.9732731381
192	0.97320651
193	0.9731401429
194	0.9730893499
195	0.9730386979
196	0.9729634242
197	0.972888634
198	0.9728275531
199	0.972758116
200	0.9727130042
201	0.9727091396
202	0.9726323406
203	0.9726286686
204	0.9725172714
205	0.9724667935
206	0.9724035486
207	0.9723509812
208	0.9722859804
209	0.9722347314
210	0.9721662773
211	0.9721104521
212	0.9720682073
213	0.9720066612
214	0.9719503902
215	0.9719469735
216	0.9718908976
217	0.9718307797
218	0.9717526293
219	0.9717064282
220	0.9716349332
221	0.9716316966
222	0.9715703047
223	0.9714885518
224	0.971485373
225	0.9714100275
226	0.9713371068
227	0.9712909871
228	0.9712361232
229	0.971178297
230	0.9711322952
231	0.9710718633
232	0.9710151782
233	0.9709481156
234	0.9709452408
235	0.9708961759
236	0.9708438293
237	0.9707781346
238	0.9707425887
239	0.9707159676
240	0.9706583192
241	0.9706247035
242	0.9705820291
243	0.9705160337
244	0.9704727907
245	0.9704694094
246	0.9704668284
247	0.9704045131
248	0.9703647891
249	0.9703117699
250	0.9702651753
251	0.9702163282
252	0.9702138751
253	0.9701775258
254	0.9701552025
255	0.9701133016
256	0.970066912
257	0.9700047831
258	0.9700027976
259	0.9699442105
260	0.9698973193
261	0.9698266907
262	0.96977873
263	0.9697001659
264	0.9696577548
265	0.969619343
266	0.9695707477
267	0.9695684813
268	0.9695246427
269	0.9694602485
270	0.9693909976
271	0.9693280168
272	0.9692759592
273	0.9692171388
274	0.9691803552
275	0.9691497655
276	0.9691078085
277	0.969104526
278	0.9690590565
279	0.969001317
280	0.9689991537
281	0.9689185026
282	0.9688651564
283	0.9688261163
284	0.9687888895
285	0.9687229068
286	0.9686729307
287	0.9686301586
288	0.9686018331
289	0.9685625558
290	0.9684983528
291	0.9684420232
292	0.9684037044
293	0.968342794
294	0.9683101989
295	0.9682515989
296	0.9681867212
297	0.9681851182
298	0.968121699
299	0.9680727911
300	0.9680303185
301	0.9680283806
302	0.9679680345
303	0.9678881717
304	0.9678085429
305	0.9677652721
306	0.9677284957
307	0.9676875833
308	0.9676314306
309	0.9675917103
310	0.9675276458
311	0.9674675287
312	0.9674014753
313	0.9673583304
314	0.9673181264
315	0.9672707926
316	0.9672090515
317	0.9671817813
318	0.9671269157
319	0.9670898602
320	0.9670746323
321	0.9670506993
322	0.9670134595
323	0.966951841
324	0.9668977337
325	0.966841046
326	0.9667723214
327	0.9667625398
328	0.9667082516
329	0.9666668658
330	0.9666439895
331	0.966598316
332	0.9665640291
333	0.9665625877
334	0.966509709
335	0.9664608164
336	0.9663999874
337	0.9663598144
338	0.9663116821
339	0.9662543295
340	0.9662198851
341	0.9661571706
342	0.9660794475
343	0.9660305453
344	0.9659825818
345	0.9659376867
346	0.9659036557
347	0.9659023237
348	0.9658611662
349	0.96580682
350	0.9657749257
351	0.9657477244
352	0.9656963746
353	0.9656646055
354	0.9656629999
355	0.9656288325
356	0.9656003787
357	0.9655852135
358	0.96555145
359	0.9654908223
360	0.9654522604
361	0.9654090302
362	0.9653492794
363	0.9653076805
364	0.9652733245
365	0.9652381751
366	0.9651759537
367	0.9651523739
368	0.9651509914
369	0.9650799239
370	0.9650394402
371	0.964993195
372	0.9649459743
373	0.9648890242
374	0.9648296192
375	0.9647878721
376	0.9647515783
377	0.9647265204
378	0.964672748
379	0.964620319
380	0.9645621579
381	0.9645276856
382	0.964465958
383	0.9644272116
384	0.9643773479
385	0.9643156202
386	0.964273529
387	0.9642724797
388	0.9642049956
389	0.9641640589
390	0.9641150525
391	0.9640515167
392	0.9639770083
393	0.9638903361
394	0.963852943
395	0.9638369323
396	0.9637771979
397	0.96372498
398	0.963673143
399	0.963618805
400	0.9635613293
401	0.9635245861
402	0.9634657285
403	0.9634326823
404	0.963381413
405	0.9633261154
406	0.9632679798
407	0.9632397662
408	0.9631753391
409	0.9631188378
410	0.9630764426
411	0.9630030386
412	0.9629583453
413	0.9629225205
414	0.9628864521
415	0.9628359766
416	0.9628187396
417	0.9627804463
418	0.9627342231
419	0.9627048533
420	0.962673017
421	0.9626074331
422	0.9625614043
423	0.9625053739
424	0.9624777582
425	0.9624526049
426	0.9624050226
427	0.9623560109
428	0.9623016449
429	0.9622654563
430	0.9622476016
431	0.9622286333
432	0.9621831539
433	0.9621239165
434	0.9620963349
435	0.9620490147
436	0.961972626
437	0.9618980667
438	0.9618552757
439	0.9618231713
440	0.9617903795
441	0.9617594513
442	0.9617158081
443	0.961658479
444	0.9616002647
445	0.9615989248
446	0.9615979583
447	0.961549856
448	0.9615035594
449	0.9614711905
450	0.9614243673
451	0.9613792665
452	0.961312722
453	0.9612953805
454	0.9612942272
455	0.9612522269
456	0.9612511457
457	0.9611561817
458	0.9611221164
459	0.9610906746
460	0.9610453381
461	0.9610146342
462	0.9609697417
463	0.9609060131
464	0.9608685394
465	0.9608175093
466	0.9607792052
467	0.9607531733
468	0.9607169615
469	0.9606804441
470	0.9606317624
471	0.9605955866
472	0.9605757621
473	0.9605384279
474	0.96053727
475	0.9604941368
476	0.9604249248
477	0.9603832138
478	0.9603610859
479	0.9603146751
480	0.9602694454
481	0.9602353437
482	0.9602104707
483	0.9601930458
484	0.960166221
485	0.9601346505
486	0.9600990638
487	0.9600612535
488	0.9600069414
489	0.9599502635
490	0.9598956347
491	0.9598619474
492	0.9598153405
493	0.9597746739
494	0.9597342296
495	0.9596921617
496	0.9596437114
497	0.9596159472
498	0.9595582298
499	0.959512372
500	0.9594951041
501	0.9594589591
502	0.9594109744
503	0.9593703198
504	0.9593216897
505	0.9592772934
506	0.959242943
507	0.9591948133
508	0.9591460748
509	0.9591244893
510	0.9590857083
511	0.9590425987
512	0.9589963096
513	0.9589372451
514	0.9588890335
515	0.9588780674
516	0.9588570536
517	0.9587930883
518	0.9587637207
519	0.958726051
520	0.9586956811
521	0.9586518579
522	0.9586015163
523	0.9585580775
524	0.9585128681
525	0.9585120849
526	0.9584742615
527	0.9584333614
528	0.9584061621
529	0.9583670036
530	0.9583462743
531	0.9582906487
532	0.9582462147
533	0.9581833397
534	0.9581577389
535	0.9580991254
536	0.9580584896
537	0.9580326136
538	0.9580097244
539	0.9579765875
540	0.9579242048
541	0.9578837068
542	0.9578382298
543	0.9578375884
544	0.9578084599
545	0.9577566361
546	0.9577375939
547	0.9577368849
548	0.9576935577
549	0.9576514398
550	0.9576217384
551	0.9575869976
552	0.957552262
553	0.9574994775
554	0.9574773191
555	0.9574167082
556	0.9573839882
557	0.9573447708
558	0.957310131
559	0.9572776213
560	0.9572302527
561	0.9571848833
562	0.9571319371
563	0.9571055055
564	0.9570806446
565	0.9570452257
566	0.9570028445
567	0.9569211751
568	0.9568953774
569	0.9568364937
570	0.9567931607
571	0.956767022
572	0.9567463321
573	0.9567130187
574	0.9566646955
575	0.9566165858
576	0.9565893267
577	0.956584063
578	0.9565367523
579	0.9564966345
580	0.9564500748
581	0.9563935178
582	0.9563552447
583	0.9563083095
584	0.9562670825
585	0.9562237166
586	0.9561912591
587	0.9561481322
588	0.9561474968
589	0.956119917
590	0.9560776137
591	0.9560473762
592	0.9560056663
593	0.9559757507
594	0.9559392949
595	0.9559223085
596	0.9558597928
597	0.955820511
598	0.955780048
599	0.9557607034
600	0.955759911
601	0.9557242922
602	0.95570648
603	0.9556526722
604	0.9556192352
605	0.9555622401
606	0.9555336182
607	0.9555328797
608	0.9554939629
609	0.9554504595
610	0.9554090764
611	0.9553728021
612	0.9553201451
613	0.9553083041
614	0.9552628731
615	0.9552117654
616	0.9551835298
617	0.9551534078
618	0.9551260193
619	0.9550639042
620	0.9550212958
621	0.9549916086
622	0.9549477621
623	0.9549382099
624	0.9549038711
625	0.9548821827
626	0.9548630825
627	0.954832811
628	0.9548317305
629	0.9548075648
630	0.9547854315
631	0.9547512236
632	0.9546992052
633	0.9546539597
634	0.9546150576
635	0.9545862286
636	0.9545600273
637	0.9545249142
638	0.9545125728
639	0.9544658597
640	0.9544494549
641	0.9544048115
642	0.9543651264
643	0.9543282975
644	0.9542931488
645	0.9542563069
646	0.9541980893
647	0.9541973792
648	0.954174821
649	0.9541348056
650	0.9540942762
651	0.9540589204
652	0.9540140729
653	0.9539888179
654	0.9539644854
655	0.9539343146
656	0.9539079549
657	0.9538742354
658	0.9538514541
659	0.9538174099
660	0.9537854288
661	0.9537325562
662	0.9536927502
663	0.9536400034
664	0.9536395424
665	0.9536077257
666	0.9535796923
667	0.9535447872
668	0.9535121615
669	0.9534931272
670	0.9534339313
671	0.9534097572
672	0.9533586036
673	0.9533360387
674	0.9533019127
675	0.9532779239
676	0.9532540031
677	0.9532322717
678	0.9531703363
679	0.9531089644
680	0.9530425931
681	0.9530083842
682	0.9529545036
683	0.9529061219
684	0.9528490985
685	0.9528282105
686	0.9527744726
687	0.9527619269
688	0.9527068344
689	0.9526338938
690	0.9526032447
691	0.9525445738
692	0.9524950551
693	0.9524604493
694	0.9524478873
695	0.9524100994
696	0.9523835877
697	0.9523529933
698	0.9523001862
699	0.9522727706
700	0.95223041
701	0.9522077625
702	0.9521929798
703	0.9521656183
704	0.9521213709
705	0.9520578188
706	0.9520136388
707	0.9519796933
708	0.9519538649
709	0.9519266567
710	0.9518952291
711	0.9518694563
712	0.9518227856
713	0.9517951713
714	0.9517838013
715	0.9517360906
716	0.9516974838
717	0.9516626635
718	0.9516418413
719	0.9515958616
720	0.9515496232
721	0.9515204479
722	0.951484796
723	0.9514538019
724	0.951416833
725	0.9513727743
726	0.9513488119
727	0.9513029851
728	0.9512866276
729	0.9512489568
730	0.9512241413
731	0.9511722429
732	0.9511443886
733	0.9510987267
734	0.9510537662
735	0.9510073908
736	0.9509816536
737	0.95095795
738	0.9509348657
739	0.9509068232
740	0.9508673993
741	0.9508218435
742	0.9508112304
743	0.9507831439
744	0.9507542896
745	0.950729086
746	0.9507061722
747	0.9506779568
748	0.9506411132
749	0.9506049638
750	0.9505539294
751	0.9505238914
752	0.9504947909
753	0.9504730797
754	0.9504382711
755	0.9504079768
756	0.9503753612
757	0.9503464886
758	0.9503104052
759	0.9502637453
760	0.9502259782
761	0.9501976567
762	0.950167258
763	0.9501169261
764	0.9501164258
765	0.9500695865
766	0.950023258
767	0.9500228225
768	0.949995143
769	0.9499614034
770	0.9499214286
771	0.9498990868
772	0.9498578291
773	0.9498339788
774	0.9497984271
775	0.9497500744
776	0.9497191612
777	0.9496950283
778	0.9496944014
779	0.9496652066
780	0.9496382127
781	0.9496026323
782	0.9495793521
783	0.9495343375
784	0.9494849154
785	0.9494396633
786	0.9494087423
787	0.9493663433
788	0.9493312168
789	0.949281373
790	0.9492492271
791	0.9492016011
792	0.9491750622
793	0.949143044
794	0.9491117882
795	0.9490822473
796	0.9490605692
797	0.9489972691
798	0.9489788166
799	0.9489670025
800	0.9489230642
801	0.9488677783
802	0.9488500498
803	0.9488112979
804	0.9487742454
805	0.9487141024
806	0.9486828471
807	0.9486597057
808	0.9486303509
809	0.9485856713
810	0.9485527689
811	0.9485402885
812	0.9485063431
813	0.9484684464
814	0.9484393261
815	0.9484257155
816	0.9484180838
817	0.9483814585
818	0.948350974
819	0.9483292077
820	0.948272098
821	0.9482424555
822	0.9482011433
823	0.9481620151
824	0.9481188496
825	0.948085669
826	0.9480490786
827	0.9479941258
828	0.9479839464
829	0.9479555103
830	0.947895843
831	0.9478688873
832	0.9478503102
833	0.9478359597
834	0.9478192812
835	0.9477849889
836	0.9477533486
837	0.947713412
838	0.9476837648
839	0.9476621309
840	0.9476240532
841	0.9476007795
842	0.9475657287
843	0.9475416593
844	0.9475135983
845	0.9474789881
846	0.947438654
847	0.9474202938
848	0.9473915437
849	0.9473714598
850	0.9473550915
851	0.94733938
852	0.9473040507
853	0.9472497071
854	0.9472297757
855	0.9471848507
856	0.9471571209
857	0.9471311424
858	0.9471012209
859	0.9470800588
860	0.947052888
861	0.9470343247
862	0.9470161417
863	0.946984691
864	0.9469639259
865	0.946950305
866	0.9469254364
867	0.9469046888
868	0.9468876979
869	0.9468394367
870	0.9468165157
871	0.9467951447
872	0.9467691193
873	0.9467333481
874	0.9467329767
875	0.9466811215
876	0.9466590324
877	0.9466437306
878	0.9466056466
879	0.9465603342
880	0.9465295643
881	0.9464855552
882	0.9464334914
883	0.9463896197
884	0.9463561535
885	0.946355663
886	0.9463180185
887	0.946274952
888	0.9462492627
889	0.9462134244
890	0.946184319
891	0.9461663733
892	0.9461363368
893	0.9461084384
894	0.9460794779
895	0.9460336652
896	0.9460115354
897	0.9459917485
898	0.9459556053
899	0.9459370435
900	0.9459030066
901	0.9458637722
902	0.9458261825
903	0.9458013191
904	0.9457788081
905	0.9457450286
906	0.9457176916
907	0.9456748595
908	0.9456246629
909	0.9455888313
910	0.94557517
911	0.9455416305
912	0.9454967811
913	0.945439924
914	0.9454203385
915	0.9453810957
916	0.945361872
917	0.9453005446
918	0.9452718119
919	0.9452323662
920	0.9451951468
921	0.9451425621
922	0.9451015556
923	0.9450812936
924	0.9450463493
925	0.9450027655
926	0.9449609025
927	0.9449270732
928	0.9448847496
929	0.9448521233
930	0.9448148222
931	0.9448031286
932	0.9447648124
933	0.9447302705
934	0.9446808061
935	0.9446395022
936	0.9446038655
937	0.9445793311
938	0.9445412211
939	0.9445131647
940	0.9444730285
941	0.9444540867
942	0.9444188821
943	0.9443763677
944	0.9443584305
945	0.9443156013
946	0.944300512
947	0.9442627249
948	0.9442585358
949	0.9442195608
950	0.9441902786
951	0.9441323519
952	0.9440981538
953	0.9440639554
954	0.9440455962
955	0.9440262886
956	0.9440023978
957	0.9439592687
958	0.9439588913
959	0.9439582863
960	0.9439263218
961	0.9438929802
962	0.9438472498
963	0.9438211913
964	0.9437578066
965	0.9437106807
966	0.9436861199
967	0.9436401471
968	0.9436397008
969	0.9436063097
970	0.9435706908
971	0.9435397053
972	0.9435191222
973	0.9434874045
974	0.9434664563
975	0.9434399973
976	0.9434112442
977	0.9433796513
978	0.9433554589
979	0.9433289294
980	0.9433048749
981	0.943256604
982	0.9432249697
983	0.9431942606
984	0.9431572759
985	0.9431233209
986	0.9430880622
987	0.9430439368
988	0.9430227097
989	0.9430021456
990	0.9429634968
991	0.9429224214
992	0.9428868726
993	0.9428586219
994	0.9428171346
995	0.942771299
996	0.9427485196
997	0.9427002563
998	0.9426555171
999	0.9426286201
